time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-03 00:00:00+00:00,77,10,28.0,4.0
2025-06-04 00:00:00+00:00,288,100,86.0,5.0
2025-06-05 00:00:00+00:00,533,43,26.0,6.0
2025-06-06 00:00:00+00:00,100,10,1.0,1.0
2025-06-07 00:00:00+00:00,13,5,2.0,2.0
2025-06-08 00:00:00+00:00,273,36,13.0,4.0
2025-06-09 00:00:00+00:00,94,19,3.0,1.0
2025-06-10 00:00:00+00:00,133,15,14.0,9.0
2025-06-11 00:00:00+00:00,108,9,7.0,3.0
2025-06-12 00:00:00+00:00,26,18,,
2025-06-13 00:00:00+00:00,25,17,1.0,1.0
2025-06-14 00:00:00+00:00,74,14,6.0,4.0
2025-06-15 00:00:00+00:00,92,13,11.0,5.0
2025-06-16 00:00:00+00:00,22,6,9.0,5.0
