time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-07 00:00:00+00:00,9,5,18.0,5.0
2025-12-08 00:00:00+00:00,5,5,11.0,3.0
2025-12-09 00:00:00+00:00,14,8,20.0,13.0
2025-12-10 00:00:00+00:00,147,14,19.0,17.0
2025-12-11 00:00:00+00:00,11,7,14.0,14.0
2025-12-12 00:00:00+00:00,4,4,12.0,3.0
2025-12-13 00:00:00+00:00,259,34,10.0,4.0
2025-12-14 00:00:00+00:00,22,10,3.0,2.0
2025-12-15 00:00:00+00:00,109,35,3.0,1.0
2025-12-16 00:00:00+00:00,7,7,2.0,2.0
2025-12-17 00:00:00+00:00,5,5,28.0,5.0
2025-12-18 00:00:00+00:00,10,6,10.0,4.0
2025-12-19 00:00:00+00:00,14,10,8.0,1.0
2025-12-20 00:00:00+00:00,10,6,,
