url_path,views_total,views_unique
/thorek1/MacroModelling.jl/actions/workflows/ci.yml,63,2
/thorek1/MacroModelling.jl,35,30
/thorek1/MacroModelling.jl/actions/runs/26098033474,7,1
/thorek1/MacroModelling.jl/actions,6,1
/thorek1/MacroModelling.jl/pulls,5,2
/thorek1/MacroModelling.jl/actions/runs/26095469176,5,1
/thorek1/MacroModelling.jl/actions/runs/26129881181,5,1
/thorek1/MacroModelling.jl/actions/runs/26718243680,5,1
/thorek1/MacroModelling.jl/actions/runs/26683000227,4,2
/thorek1/MacroModelling.jl/blob/main/AGENTS.md,4,2
