url_path,views_total,views_unique
/thorek1/MacroModelling.jl,63,25
/thorek1/MacroModelling.jl/actions/workflows/ci.yml,62,2
/thorek1/MacroModelling.jl/pulls,30,2
/thorek1/MacroModelling.jl/releases,14,4
/thorek1/MacroModelling.jl/actions,12,1
/thorek1/MacroModelling.jl/issues,8,7
/thorek1/MacroModelling.jl/releases/tag/v0.2.0,7,1
/thorek1/MacroModelling.jl/actions/runs/26972058975/job/79589516922,6,2
/thorek1/MacroModelling.jl/actions/runs/26972058975/job/79589516936,6,2
/thorek1/MacroModelling.jl/branches/all,6,1
