time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-13 00:00:00+00:00,8,8,8,4
2025-09-14 00:00:00+00:00,7,6,6,2
2025-09-15 00:00:00+00:00,12,11,20,7
2025-09-16 00:00:00+00:00,71,16,13,4
2025-09-17 00:00:00+00:00,366,94,98,7
2025-09-18 00:00:00+00:00,116,19,35,4
2025-09-19 00:00:00+00:00,79,42,7,2
2025-09-20 00:00:00+00:00,60,11,2,2
2025-09-21 00:00:00+00:00,265,70,77,3
2025-09-22 00:00:00+00:00,173,24,57,5
2025-09-23 00:00:00+00:00,262,42,61,7
2025-09-24 00:00:00+00:00,43,7,41,6
2025-09-25 00:00:00+00:00,7,7,13,5
2025-09-26 00:00:00+00:00,3,2,2,2
