url_path,views_total,views_unique
/thorek1/MacroModelling.jl/actions/workflows/ci.yml,121,2
/thorek1/MacroModelling.jl,76,45
/thorek1/MacroModelling.jl/tree/main/models,12,7
/thorek1/MacroModelling.jl/actions/workflows/benchmark_push.yml,11,1
/thorek1/MacroModelling.jl/actions,10,1
/thorek1/MacroModelling.jl/actions/workflows/benchmark.yml,10,1
/thorek1/MacroModelling.jl/actions/runs/21114234434,7,1
/thorek1/MacroModelling.jl/pulls,7,1
/thorek1/MacroModelling.jl/blob/main/models/RBC_baseline.jl,6,3
/thorek1/MacroModelling.jl/tree/main/src,6,2
