url_path,views_total,views_unique
/thorek1/MacroModelling.jl/actions/workflows/ci.yml,80,2
/thorek1/MacroModelling.jl,62,40
/thorek1/MacroModelling.jl/pull/279,16,1
/thorek1/MacroModelling.jl/tree/main/models,10,9
/thorek1/MacroModelling.jl/pull/279/changes,9,1
/thorek1/MacroModelling.jl/actions/runs/22763394636,8,1
/thorek1/MacroModelling.jl/actions/runs/22771582181,8,1
/thorek1/MacroModelling.jl/actions/runs/22760169580,7,1
/thorek1/MacroModelling.jl/blob/main/README.md,6,4
/thorek1/MacroModelling.jl/tree/main,6,3
