url_path,views_total,views_unique
/thorek1/MacroModelling.jl/actions/workflows/ci.yml,89,2
/thorek1/MacroModelling.jl,85,38
/thorek1/MacroModelling.jl/actions,30,1
/thorek1/MacroModelling.jl/tree/main/models,14,7
/thorek1/MacroModelling.jl/actions/runs/21963273816/job/63446240535,13,1
/thorek1/MacroModelling.jl/pulls,11,3
/thorek1/MacroModelling.jl/actions/runs/22020023410,11,1
/thorek1/MacroModelling.jl/actions/runs/21963273816/job/63446240515,10,1
/thorek1/MacroModelling.jl/actions/runs/21963273816/job/63446240573,8,1
/thorek1/MacroModelling.jl/blob/main/models/Guerrieri_Iacoviello_2017.jl,7,2
